$ Fuselage ASET
$
$.......2.......3.......4.......5.......6.......7.......8.......9.......0
ASET1   2       10004
ASET1   3       10004
ASET1   3       10014
ASET1   2       10024
ASET1   3       10024
ASET1   2       10034
ASET1   3       10034
ASET1   2       10044
ASET1   3       10044
ASET1   2       10104
ASET1   3       10104
ASET1   2       10074
ASET1   3       10074
ASET1   2       10084
ASET1   3       10084
ASET1   2       10094
ASET1   3       10094
ASET1   3       21329
ASET1   3       21531
ASET1   3       15019
ASET1   3       21547
ASET1   3       21577
ASET1   3       21593
ASET1   3       20009
ASET1   3       20019
ASET1   3       21605
ASET1   3       10419
ASET1   3       10819
ASET1   3       10429
ASET1   3       10829
ASET1   3       10449
ASET1   3       10849
ASET1   3       10859
ASET1   3       21317
ASET1   3       21305
ASET1   3       10404
$
ASET1   3       21526
ASET1   3       15039
ASET1   3       21561
ASET1   3       21586
ASET1   3       21598
ASET1   3       19009
ASET1   3       19019
ASET1   3       21610
ASET1   3       10219
ASET1   3       10619
ASET1   3       10229
ASET1   3       10629
ASET1   3       10249
ASET1   3       10649
ASET1   3       10659
ASET1   3       21341
ASET1   3       21353
ASET1   3       10204
ASET1   3       18044
ASET1   3       18049
$ Front Spar
ASET1   1       10055
ASET1   2       10055
ASET1   3       10055
ASET1   4       10055
ASET1   5       10055
ASET1   6       10055
ASET1   3       17019
ASET1   3       10439
ASET1   1       17049
ASET1   3       17049
ASET1   3       10839
ASET1   3       16014
ASET1   1       16044
ASET1   3       16044
ASET1   3       10804
$
ASET1   3       17014
ASET1   3       10239
ASET1   1       17044
ASET1   3       17044
ASET1   3       10639
ASET1   3       16019
ASET1   1       16049
ASET1   3       16049
ASET1   3       10604
$.......2.......3.......4.......5.......6.......7.......8.......9.......0
ASET1   1       10059
ASET1   2       10059
ASET1   3       10059
ASET1   2       10064
ASET1   3       10064
ASET1   2       10102
ASET1   3       10102
ASET1   3       10439
ASET1   3       10839
ASET1   3       10849
ASET1   3       10869
ASET1   3       18019
$
ASET1   3       10239
ASET1   3       10639
ASET1   3       10649
ASET1   3       10669
ASET1   3       18014
$ NOSE LANDING GEAR
ASET1   1       61202
ASET1   2       61202
ASET1   3       61202
ASET1   4       61202
ASET1   5       61202
ASET1   6       61202
ASET1   1       900005
ASET1   2       900005
ASET1   3       900005
ASET1   4       900005
ASET1   5       900005
ASET1   6       900005
ASET1   1       10050
ASET1   2       10050
ASET1   3       10050
ASET1   4       10050
ASET1   5       10050
ASET1   6       10050
$ MAIN LANDING GEAR
ASET1   1       25246
ASET1   2       25246
ASET1   3       25246
ASET1   4       25246
ASET1   5       25246
ASET1   6       25246
ASET1   1       25221
ASET1   2       25221
ASET1   3       25221
ASET1   4       25221
ASET1   5       25221
ASET1   6       25221
ASET1   1       62010
ASET1   2       62010
ASET1   3       62010
ASET1   4       62010
ASET1   5       62010
ASET1   6       62010
ASET1   1       62049
ASET1   2       62049
ASET1   3       62049
ASET1   4       62049
ASET1   5       62049
ASET1   6       62049
ASET1   1       62186
ASET1   2       62186
ASET1   3       62186
ASET1   4       62186
ASET1   5       62186
ASET1   6       62186
ASET1   1       62260
ASET1   2       62260
ASET1   3       62260
ASET1   4       62260
ASET1   5       62260
ASET1   6       62260
ASET1   1       62261
ASET1   2       62261
ASET1   3       62261
ASET1   4       62261
ASET1   5       62261
ASET1   6       62261
ASET1   1       62211
ASET1   2       62211
ASET1   3       62211
ASET1   4       62211
ASET1   5       62211
ASET1   6       62211
ASET1   1       62062
ASET1   2       62062
ASET1   3       62062
ASET1   4       62062
ASET1   5       62062
ASET1   6       62062
ASET1   1       62013
ASET1   2       62013
ASET1   3       62013
ASET1   4       62013
ASET1   5       62013
ASET1   6       62013
$ ENGINES
ASET1   1       900001
ASET1   2       900001
ASET1   3       900001
ASET1   4       900001
ASET1   5       900001
ASET1   6       900001
ASET1   1       950001
ASET1   2       950001
